,종목명,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,매출액,자산총계,부채총계,영업이익,매출액증가율,영업이익증가율,당기순이익,주당순이익,보통부배당금,ROA,PBR,유보율,date
169,KBSTAR 200,0,11101,36600,0.00,424917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
170,한화시스템,5000,10770,110230,1.92,493617,13.84,8.15,15460,24092,14408,858,36.94,91.51,15460,24092,14408,858,36.94,91.51,2020-08-04
171,한국콜마,500,10743,22881,25.87,298748,39.12,6.39,15407,24003,15524,1178,13.47,30.95,15407,24003,15524,1178,13.47,30.95,2020-08-04
172,영원무역,500,10568,44311,23.69,136159,5.94,9.82,23883,31045,11356,2376,13.66,18.17,23883,31045,11356,2376,13.66,18.17,2020-08-04
173,현대위아,5000,10456,27195,11.14,147717,8.87,1.80,73146,67743,36825,1019,-7.18,1926.12,73146,67743,36825,1019,-7.18,1926.12,2020-08-04
174,신세계인터내셔날,5000,10424,7140,4.23,25249,18.67,12.98,14250,11289,5296,845,12.86,52.17,14250,11289,5296,845,12.86,52.17,2020-08-04
175,KODEX 코스닥150 레버리지,0,10165,79600,1.09,11419990,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
176,영풍,5000,9910,1842,4.42,2092,4.00,7.40,30841,48327,11342,844,3.79,177.49,30841,48327,11342,844,3.79,177.49,2020-08-04
177,이노션,500,9720,20000,28.90,57685,12.85,9.88,12743,20755,12945,1219,2.83,3.10,12743,20755,12945,1219,2.83,3.10,2020-08-04
178,다우기술,500,9669,44867,23.30,240095,7.50,14.62,32455,241714,215072,5075,38.28,56.62,32455,241714,215072,5075,38.28,56.62,2020-08-04
179,SK디스커버리,5000,9652,19038,10.88,895623,4.30,11.52,50211,50001,26769,1739,-27.64,73.96,50211,50001,26769,1739,-27.64,73.96,2020-08-04
180,TRUE 코스피 양매도 5% OTM ETN,0,9386,98900,0.00,30412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
181,코오롱인더,5000,9335,26979,16.09,174064,5.94,1.58,44072,52931,31668,1729,-1.18,3.61,44072,52931,31668,1729,-1.18,3.61,2020-08-04
182,삼양식품,5000,9228,7533,7.84,43715,13.09,23.15,5436,4704,1827,783,15.81,41.88,5436,4704,1827,783,15.81,41.88,2020-08-04
183,아시아나항공,5000,9130,223235,5.76,10809241,-0.67,-90.67,69658,135034,125951,-4437,-3.03,-1671.64,69658,135034,125951,-4437,-3.03,-1671.64,2020-08-04
184,JB금융지주,5000,9130,196983,39.03,191955,2.64,10.36,24084,475296,437098,4849,-1.66,16.36,24084,475296,437098,4849,-1.66,16.36,2020-08-04
185,코스맥스,500,9045,10050,18.97,82360,32.74,10.45,13307,12044,8879,540,5.63,3.17,13307,12044,8879,540,5.63,3.17,2020-08-04
186,대상,1000,9043,34648,17.55,280336,6.86,11.17,29640,23971,13749,1298,0.24,8.03,29640,23971,13749,1298,0.24,8.03,2020-08-04
187,DGB금융지주,5000,8931,169146,44.06,1117112,2.86,7.31,49550,723977,669694,4322,19.18,29.63,49550,723977,669694,4322,19.18,29.63,2020-08-04
188,롯데리츠,500,8891,171969,8.81,316986,60.12,1.64,225,15838,7216,145,1022.37,836.32,225,15838,7216,145,1022.37,836.32,2020-08-04
189,코리안리,500,8618,120369,27.71,158141,5.19,8.04,106699,117331,92771,2498,7.86,74.01,106699,117331,92771,2498,7.86,74.01,2020-08-04
190,제일약품,500,8544,14705,4.62,7027126,-120.04,-5.96,6714,4016,2315,4,7.07,-94.92,6714,4016,2315,4,7.07,-94.92,2020-08-04
191,SK가스,5000,8344,9230,7.10,38276,3.20,9.85,49311,40824,24216,1896,-28.11,84.06,49311,40824,24216,1896,-28.11,84.06,2020-08-04
192,현대오토에버,500,8295,21000,1.09,33491,14.89,11.71,15718,10267,5117,802,10.31,14.30,15718,10267,5117,802,10.31,14.30,2020-08-04
193,KODEX 단기채권PLUS,0,8199,7986,0.00,2563,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
194,롯데칠성,500,8153,7993,18.89,34310,-6.05,-11.68,24295,32565,20285,1077,3.55,26.74,24295,32565,20285,1077,3.55,26.74,2020-08-04
195,동아에스티,5000,8148,8444,26.32,59646,8.38,11.58,6123,10088,3629,566,7.91,43.43,6123,10088,3629,566,7.91,43.43,2020-08-04
196,금호타이어,5000,8115,287260,3.79,449754,-8.97,-3.30,23692,39295,26368,574,-7.41,158.45,23692,39295,26368,574,-7.41,158.45,2020-08-04
197,보령제약,500,8048,47620,9.32,905953,23.57,11.96,5243,5076,2247,391,13.87,56.53,5243,5076,2247,391,13.87,56.53,2020-08-04
198,일진다이아,1000,8039,14203,2.04,707405,61.79,8.06,1611,2491,645,132,20.23,-12.91,1611,2491,645,132,20.23,-12.91,2020-08-04
199,HANARO 200,0,8002,26400,0.00,76830,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
200,ARIRANG 200,0,7945,26100,0.00,47072,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
201,쿠쿠홈시스,100,7932,22437,4.19,32198,13.29,16.10,6637,6266,1688,1206,58.48,78.65,6637,6266,1688,1206,58.48,78.65,2020-08-04
202,오리온홀딩스,500,7831,62645,10.78,178908,13.44,2.55,21036,43663,10287,2667,5.30,15.68,21036,43663,10287,2667,5.30,15.68,2020-08-04
203,GKL,500,7825,61856,6.65,261393,9.98,12.62,4908,9094,3243,968,2.17,-7.86,4908,9094,3243,968,2.17,-7.86,2020-08-04
204,NICE,500,7804,37882,21.45,39943,38.65,4.39,18777,25648,13412,1542,27.72,-0.25,18777,25648,13412,1542,27.72,-0.25,2020-08-04
205,JW중외제약,2500,7751,20920,6.91,525221,-35.32,-10.31,5113,5732,3431,-190,-4.81,-188.09,5113,5732,3431,-190,-4.81,-188.09,2020-08-04
206,한섬,500,7734,24630,27.48,110172,9.50,8.37,12598,13236,2781,1065,-3.03,16.84,12598,13236,2781,1065,-3.03,16.84,2020-08-04
207,후성,500,7714,92607,4.46,1289054,416.50,3.85,2489,5289,2860,134,-9.45,-66.06,2489,5289,2860,134,-9.45,-66.06,2020-08-04
208,현대그린푸드,500,7670,97704,11.35,222211,13.82,3.20,31243,29666,8502,899,-3.92,-34.50,31243,29666,8502,899,-3.92,-34.50,2020-08-04
209,태광산업,5000,7660,1113,9.58,756,4.34,4.34,29180,43571,8733,2914,-6.14,-12.09,29180,43571,8733,2914,-6.14,-12.09,2020-08-04
210,디피씨,500,7627,41678,1.55,7017297,49.33,7.12,1654,2209,644,140,4.89,5.39,1654,2209,644,140,4.89,5.39,2020-08-04
211,LIG넥스원,5000,7568,22000,5.92,81386,28.38,N/A,14527,23175,16835,181,N/A,N/A,14527,23175,16835,181,N/A,N/A,2020-08-04
212,두산,5000,7551,16524,8.02,100186,4.31,23.52,185357,291697,223502,12619,6.23,7.27,185357,291697,223502,12619,6.23,7.27,2020-08-04
213,대한유화,5000,7508,6500,11.34,64266,41.00,6.11,20743,20265,2479,1138,-18.78,-64.29,20743,20265,2479,1138,-18.78,-64.29,2020-08-04
214,KODEX WTI원유선물(H),0,7453,115825,0.09,2351020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
215,동원산업,5000,7410,3678,7.11,48937,20.13,4.45,26826,29860,19076,1936,9.74,8.94,26826,29860,19076,1936,9.74,8.94,2020-08-04
216,현대홈쇼핑,5000,7320,12000,24.58,35255,8.89,5.03,22070,24996,7678,1297,116.85,15.44,22070,24996,7678,1297,116.85,15.44,2020-08-04
217,동화약품,1000,7262,27931,3.64,2829243,73.86,3.15,3072,3760,752,99,0.18,-11.65,3072,3760,752,99,0.18,-11.65,2020-08-04
218,롯데제과,500,7219,6417,16.81,6813,24.35,3.19,20930,27162,14154,973,23.52,51.19,20930,27162,14154,973,23.52,51.19,2020-08-04
219,S&T모티브,5000,7217,14623,23.55,157728,8.48,0.33,9763,10389,3029,892,6.24,53.36,9763,10389,3029,892,6.24,53.36,2020-08-04
220,동원F&B,5000,7197,3859,6.69,8087,11.15,10.00,30303,15735,8923,1014,8.13,16.28,30303,15735,8923,1014,8.13,16.28,2020-08-04
221,풍산,5000,7132,28024,9.53,403755,134.66,1.28,24513,25625,11787,411,-11.65,-61.73,24513,25625,11787,411,-11.65,-61.73,2020-08-04
222,풀무원,500,7085,38091,1.43,121719,47.45,0.95,23815,14846,10215,306,4.82,-24.04,23815,14846,10215,306,4.82,-24.04,2020-08-04
223,롯데하이마트,5000,6988,23608,10.70,130506,-6.72,-5.02,40265,31076,11857,1099,-2.10,-41.09,40265,31076,11857,1099,-2.10,-41.09,2020-08-04
224,KODEX MSCI Korea TR,0,6979,72400,14.65,388192,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
225,종근당홀딩스,2500,6964,5010,14.75,759615,18.19,10.03,7206,10747,3347,862,35.69,60.40,7206,10747,3347,862,35.69,60.40,2020-08-04
226,서흥,500,6791,11569,12.78,35685,19.82,11.15,4607,7089,3799,474,17.09,20.60,4607,7089,3799,474,17.09,20.60,2020-08-04
227,TIGER MSCI Korea TR,0,6764,55600,0.00,241922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
228,휴켐스,1000,6704,40879,9.24,100840,9.19,10.82,6598,9139,2422,1064,-13.52,-23.60,6598,9139,2422,1064,-13.52,-23.60,2020-08-04
229,화승엔터프라이즈,500,6689,60537,3.36,139356,13.38,19.87,12016,9789,6114,854,36.67,112.02,12016,9789,6114,854,36.67,112.02,2020-08-04
230,KOSEF 200,0,6572,21550,0.00,15453,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
231,KINDEX 200,0,6565,21650,6.99,281138,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
232,경동나비엔,1000,6535,12740,10.05,51430,19.26,9.59,7743,6098,3088,448,6.54,9.86,7743,6098,3088,448,6.54,9.86,2020-08-04
233,아주캐피탈,5000,6531,57546,1.20,12739,6.05,12.97,7264,74732,66592,1338,18.06,21.57,7264,74732,66592,1338,18.06,21.57,2020-08-04
234,대덕전자,500,6523,49417,11.83,2190651,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
235,대한전선,500,6509,856473,4.85,12930615,-33.04,-3.99,15547,12351,9224,332,-5.71,-32.83,15547,12351,9224,332,-5.71,-32.83,2020-08-04
236,동아쏘시오홀딩스,5000,6507,6138,14.14,34041,22.64,2.67,7697,13586,6117,528,8.79,4.50,7697,13586,6117,528,8.79,4.50,2020-08-04
237,SK디앤디,1000,6457,18990,5.28,68748,10.06,12.66,4547,13969,10355,823,-19.20,-3.34,4547,13969,10355,823,-19.20,-3.34,2020-08-04
238,한전기술,200,6440,38220,2.65,258125,28.90,5.54,4486,7352,2430,441,3.44,104.98,4486,7352,2430,441,3.44,104.98,2020-08-04
239,삼양사,5000,6436,10313,5.25,82814,13.21,3.07,20964,23882,10937,816,-1.29,-15.89,20964,23882,10937,816,-1.29,-15.89,2020-08-04
240,아모레퍼시픽우,500,6430,10558,65.03,28569,22.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
241,대림건설,5000,6362,22053,2.84,196275,3.68,23.04,12799,8517,3939,1430,32.56,57.27,12799,8517,3939,1430,32.56,57.27,2020-08-04
242,HDC,5000,6333,59742,21.82,1872473,2.70,12.58,16167,42090,18504,1281,4.45,34.26,16167,42090,18504,1281,4.45,34.26,2020-08-04
243,락앤락,500,6313,54187,71.30,243267,51.10,2.44,4860,7999,1159,243,11.89,-33.43,4860,7999,1159,243,11.89,-33.43,2020-08-04
244,효성첨단소재,5000,6272,4480,6.64,145805,-7.20,-19.74,30536,25311,21257,1583,72.77,146.83,30536,25311,21257,1583,72.77,146.83,2020-08-04
245,삼화콘덴서,1000,6258,10395,11.45,260172,27.49,21.24,2545,2148,609,373,-7.25,-54.18,2545,2148,609,373,-7.25,-54.18,2020-08-04
246,한미반도체,200,6257,51502,6.56,816534,26.02,8.85,1204,2575,378,137,-44.56,-75.83,1204,2575,378,137,-44.56,-75.83,2020-08-04
247,잇츠한불,500,6239,21929,3.15,3408506,-138.78,-1.11,2045,5394,637,109,-4.51,-45.10,2045,5394,637,109,-4.51,-45.10,2020-08-04
248,미래에셋대우2우B,5000,6230,140000,10.77,1380792,6.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
249,에이프로젠제약,500,6138,398576,3.55,10755780,770.00,-4.19,509,3653,176,-20,12.13,-137.46,509,3653,176,-20,12.13,-137.46,2020-08-04
250,남선알미늄,500,6137,110179,4.28,2788153,37.13,8.33,3248,2955,1164,116,-6.63,22.84,3248,2955,1164,116,-6.63,22.84,2020-08-04
251,QV 코스피 변동성 매칭형 양매도 ETN,0,6086,70000,0.00,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
252,삼양홀딩스,5000,6072,8564,7.58,12309,17.95,2.18,24886,35895,15600,794,-2.92,-42.67,24886,35895,15600,794,-2.92,-42.67,2020-08-04
253,TIGER 단기채권액티브,0,6029,11952,0.00,1403,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
254,유안타증권,5000,6018,199597,63.30,1399803,9.92,6.60,21318,123423,110785,718,4.65,-21.22,21318,123423,110785,718,4.65,-21.22,2020-08-04
255,빙그레,5000,5940,9851,25.23,25713,14.29,7.36,8783,6849,1138,458,2.71,16.41,8783,6849,1138,458,2.71,16.41,2020-08-04
256,동원시스템즈,5000,5931,25619,1.51,87725,16.18,8.69,10424,11546,5808,752,1.56,-4.58,10424,11546,5808,752,1.56,-4.58,2020-08-04
257,LG상사,5000,5911,38760,18.10,223008,2.91,2.49,105309,48760,33274,1348,5.43,-18.64,105309,48760,33274,1348,5.43,-18.64,2020-08-04
258,미래에셋생명,5000,5895,177016,5.80,205455,6.17,4.98,34858,380155,356790,1407,-8.09,-1.16,34858,380155,356790,1407,-8.09,-1.16,2020-08-04
259,애경산업,1000,5889,26410,2.23,47151,18.16,12.86,7013,4515,1130,606,0.25,-23.46,7013,4515,1130,606,0.25,-23.46,2020-08-04
260,동국제강,5000,5821,95433,27.54,579812,-3.02,-3.63,56584,54390,34939,1646,-5.14,13.52,56584,54390,34939,1646,-5.14,13.52,2020-08-04
261,한진,5000,5772,11975,12.46,241174,218.10,-0.34,20623,35484,24945,907,5.72,115.44,20623,35484,24945,907,5.72,115.44,2020-08-04
262,쿠쿠홀딩스,500,5726,7112,4.82,6391,7.31,12.38,5283,8126,1389,745,7.10,9.76,5283,8126,1389,745,7.10,9.76,2020-08-04
263,SPC삼립,5000,5574,8629,3.37,7290,34.99,6.34,24992,11963,8736,470,12.57,-21.60,24992,11963,8736,470,12.57,-21.60,2020-08-04
264,에스엘,500,5543,48203,12.93,239976,6.28,7.25,22622,22736,8949,436,41.51,852.55,22622,22736,8949,436,41.51,852.55,2020-08-04
265,LG하우시스,5000,5542,8968,17.03,82800,36.29,1.26,31868,25656,16496,688,-2.44,-2.27,31868,25656,16496,688,-2.44,-2.27,2020-08-04
266,쌍용차,5000,5402,149840,76.69,1473089,-1.06,-62.27,36239,20192,16161,-2819,-2.18,-339.27,36239,20192,16161,-2819,-2.18,-339.27,2020-08-04
267,롯데손해보험,1000,5338,310336,0.90,148259,-11.78,-6.69,36736,162673,153014,-709,4.23,-158.49,36736,162673,153014,-709,4.23,-158.49,2020-08-04
268,TIGER TOP10,0,5324,50750,0.20,741860,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
269,롯데정보통신,5000,5312,15396,3.53,70418,9.55,14.77,8457,6967,3063,411,4.18,5.48,8457,6967,3063,411,4.18,5.48,2020-08-04
270,대신증권,5000,5306,50773,21.60,144052,9.37,4.79,26967,194373,174202,997,5.46,-37.11,26967,194373,174202,997,5.46,-37.11,2020-08-04
271,한국콜마홀딩스,500,5301,17939,18.75,186308,12.92,10.51,5934,10951,4913,1012,5.65,6.69,5934,10951,4913,1012,5.65,6.69,2020-08-04
272,한진중공업,5000,5271,83274,20.88,101323,6.84,-132.20,16288,24702,22252,838,-4.07,35.94,16288,24702,22252,838,-4.07,35.94,2020-08-04
273,하이트진로홀딩스,5000,5152,23207,5.85,19949,1387.50,-4.65,20263,38367,28541,1009,7.98,-2.48,20263,38367,28541,1009,7.98,-2.48,2020-08-04
274,하나투어,500,5144,13939,5.50,64709,-9.79,-4.22,7632,10076,7897,59,-7.86,-76.13,7632,10076,7897,59,-7.86,-76.13,2020-08-04
275,넥센타이어,500,5079,97668,7.13,146953,5.07,7.94,20223,34361,18781,2074,1.93,13.66,20223,34361,18781,2074,1.93,13.66,2020-08-04
276,한일현대시멘트,5000,5072,16821,0.52,201635,10.22,21.69,3841,5602,3556,352,13.10,72.16,3841,5602,3556,352,13.10,72.16,2020-08-04
277,에이프로젠 KIC,500,5039,178678,1.43,7349328,100.71,4.70,782,6544,1275,26,53.29,63.09,782,6544,1275,26,53.29,63.09,2020-08-04
278,한독,500,5037,13764,3.74,208124,18.31,10.78,4730,7487,4047,275,5.88,24.39,4730,7487,4047,275,5.88,24.39,2020-08-04
279,광동제약,1000,4959,52421,24.43,950551,20.13,5.57,12383,7928,3453,418,4.92,23.15,12383,7928,3453,418,4.92,23.15,2020-08-04
280,LG전자우,5000,4950,17186,46.58,194415,10.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
281,덴티움,500,4859,11069,18.96,137466,54.33,7.37,2526,5471,3406,447,35.57,6.42,2526,5471,3406,447,35.57,6.42,2020-08-04
282,동양생명,5000,4857,161359,83.98,135749,3.48,4.73,62540,339480,313467,1142,8.07,70.95,62540,339480,313467,1142,8.07,70.95,2020-08-04
283,KODEX 코스닥150선물인버스,0,4793,89000,2.37,20213391,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
284,영원무역홀딩스,500,4752,13636,23.59,6075,3.60,9.60,27380,37894,12137,2990,8.71,17.30,27380,37894,12137,2990,8.71,17.30,2020-08-04
285,제이콘텐트리,5000,4719,16385,4.28,89604,-24.12,0.34,5542,11616,7411,354,8.40,1.95,5542,11616,7411,354,8.40,1.95,2020-08-04
286,신풍제약우,500,4620,2200,0.12,862648,4666.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
287,현대건설기계,5000,4620,19701,9.58,249800,-13.66,0.26,28521,31881,16109,1578,-11.81,-24.40,28521,31881,16109,1578,-11.81,-24.40,2020-08-04
288,케이씨텍,500,4603,19839,9.42,197796,11.84,13.52,2653,3376,491,491,-25.73,-26.80,2653,3376,491,491,-25.73,-26.80,2020-08-04
289,하나제약,500,4601,16200,1.77,8852701,16.97,13.30,1663,2630,427,336,8.84,0.01,1663,2630,427,336,8.84,0.01,2020-08-04
290,현대에이치씨엔,500,4588,112877,16.12,231291,12.82,5.19,2929,8135,720,408,1.08,-12.70,2929,8135,720,408,1.08,-12.70,2020-08-04
291,삼성 코스피 양매도 5% OTM ETN,0,4565,50000,0.00,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
292,교보증권,5000,4552,64653,4.81,439918,4.80,9.06,14521,79239,69630,1104,16.16,18.27,14521,79239,69630,1104,16.16,18.27,2020-08-04
293,코스모신소재,1000,4548,29248,2.43,1519976,-66.17,-4.99,2439,2620,1150,-36,-54.33,-123.91,2439,2620,1150,-36,-54.33,-123.91,2020-08-04
294,현대일렉트릭,5000,4488,36047,5.82,712258,-1.48,-34.08,17711,22565,15563,-1567,-8.72,-55.79,17711,22565,15563,-1567,-8.72,-55.79,2020-08-04
295,한국토지신탁,1000,4482,252489,12.26,722961,3.94,12.72,2557,14472,5657,1193,-5.06,-35.35,2557,14472,5657,1193,-5.06,-35.35,2020-08-04
296,대원제약,500,4413,20244,19.85,1307878,15.27,14.05,3178,3275,1233,351,10.88,14.19,3178,3275,1233,351,10.88,14.19,2020-08-04
297,KOSEF 200TR,0,4403,12500,0.03,139534,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
298,엔에스쇼핑,500,4397,33696,10.56,202658,-70.16,-1.76,4980,9208,4943,287,5.04,-53.03,4980,9208,4943,287,5.04,-53.03,2020-08-04
299,유니드,5000,4396,8890,9.37,74995,6.44,9.87,8752,10763,3675,848,7.51,5.88,8752,10763,3675,848,7.51,5.88,2020-08-04
300,효성티앤씨,5000,4349,4328,12.09,65631,4.88,20.86,59831,32243,26414,3229,78.12,158.22,59831,32243,26414,3229,78.12,158.22,2020-08-04
301,KODEX 코스피,0,4264,18700,0.02,336814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
302,율촌화학,500,4241,24800,5.21,163836,19.54,5.37,5066,6065,2645,258,3.44,45.39,5066,6065,2645,258,3.44,45.39,2020-08-04
303,신영증권,5000,4224,9386,9.70,4190,35.86,1.80,25676,96293,84605,162,54.20,-84.34,25676,96293,84605,162,54.20,-84.34,2020-08-04
304,유나이티드제약,500,4207,16245,14.10,230365,12.62,12.79,2213,3312,761,345,4.42,-8.67,2213,3312,761,345,4.42,-8.67,2020-08-04
305,진원생명과학,1000,4203,44619,11.28,6833195,-28.63,-28.50,412,512,271,-82,20.26,27.09,412,512,271,-82,20.26,27.09,2020-08-04
306,한세실업,500,4200,40000,6.34,83581,-22.29,-0.06,19224,11795,7245,590,12.25,52.74,19224,11795,7245,590,12.25,52.74,2020-08-04
307,한국단자,500,4176,10415,23.95,42763,11.27,4.55,7721,8856,1754,335,3.45,-27.45,7721,8856,1754,335,3.45,-27.45,2020-08-04
308,스카이라이프,2500,4108,47822,15.98,118905,7.01,8.02,6946,8483,1428,694,0.55,3.93,6946,8483,1428,694,0.55,3.93,2020-08-04
309,삼진제약,1000,4107,13900,19.91,177150,49.50,5.69,2419,2442,467,441,-6.96,-25.92,2419,2442,467,441,-6.96,-25.92,2020-08-04
310,지역난방공사,5000,4087,11579,1.14,19940,73.54,-1.66,23679,58926,43632,422,-4.80,190.69,23679,58926,43632,422,-4.80,190.69,2020-08-04
311,CJ CGV,500,4084,21161,5.38,133824,-1.92,-57.60,19423,45240,39229,1220,9.77,56.97,19423,45240,39229,1220,9.77,56.97,2020-08-04
312,미원상사,500,4080,4970,4.66,1768,11.16,14.74,2500,2807,561,323,-23.93,18.73,2500,2807,561,323,-23.93,18.73,2020-08-04
313,미원에스씨,500,4080,5100,1.64,1782,10.14,N/A,3779,3119,625,466,N/A,N/A,3779,3119,625,466,N/A,N/A,2020-08-04
314,세방전지,500,4067,14000,33.82,37729,5.67,7.70,11390,15107,4560,1057,-3.55,-5.04,11390,15107,4560,1057,-3.55,-5.04,2020-08-04
315,BGF,1000,4063,95717,8.12,63469,19.30,1.79,2403,16574,1291,294,8.94,-0.30,2403,16574,1291,294,8.94,-0.30,2020-08-04
316,KODEX 선진국MSCI World,0,4047,26500,0.00,19252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
317,제주항공,5000,4046,26357,2.33,67987,-2.51,-9.36,13840,14675,11424,-329,9.89,-132.50,13840,14675,11424,-329,9.89,-132.50,2020-08-04
318,삼성SDI우,5000,4037,1618,10.95,69532,59.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
319,SK증권,500,4036,472590,6.95,11909284,854.00,5.62,5502,41395,35693,214,2.99,65.66,5502,41395,35693,214,2.99,65.66,2020-08-04
320,이월드,1000,4007,103140,0.60,406143,114.26,4.67,1832,4818,948,174,445.66,280.94,1832,4818,948,174,445.66,280.94,2020-08-04
321,대한해운,5000,4006,24427,5.65,77838,3.80,11.47,10057,33409,24457,1288,-21.71,-4.62,10057,33409,24457,1288,-21.71,-4.62,2020-08-04
322,경인양행,500,4004,41196,7.97,6975021,28.93,6.57,3588,4721,2346,236,8.37,19.62,3588,4721,2346,236,8.37,19.62,2020-08-04
323,한화투자증권,5000,4001,214548,5.52,1870686,11.66,9.36,15712,98783,87229,1119,-17.39,15.09,15712,98783,87229,1119,-17.39,15.09,2020-08-04
324,부산가스,5000,3998,11000,3.55,2601,8.72,7.57,9728,10367,3670,435,2.20,5.50,9728,10367,3670,435,2.20,5.50,2020-08-04
325,한국자산신탁,500,3998,123978,7.52,3202786,4.20,14.28,2233,12383,5764,1141,-1.46,-17.26,2233,12383,5764,1141,-1.46,-17.26,2020-08-04
326,남해화학,1000,3994,49679,4.54,293414,19.66,3.74,11872,5811,1472,153,-4.47,-9.83,11872,5811,1472,153,-4.47,-9.83,2020-08-04
327,우리종금,500,3958,674203,1.89,1482232,7.25,15.63,2051,33990,30316,539,-0.17,63.67,2051,33990,30316,539,-0.17,63.67,2020-08-04
328,KODEX 코스닥 150,0,3932,30150,10.83,1949715,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-04
329,유진투자증권,5000,3928,96866,7.37,1864840,8.70,5.36,9767,77384,69488,582,19.61,-11.60,9767,77384,69488,582,19.61,-11.60,2020-08-04
330,현대리바트,1000,3922,20535,5.23,381387,17.92,4.30,12376,7528,2949,239,-8.44,-50.38,12376,7528,2949,239,-8.44,-50.38,2020-08-04
